epoch,loss,mse,val_loss,val_mse
38,0.15373888611793518,0.1537388265132904,0.15982963144779205,0.15982963144779205
39,0.15290123224258423,0.15290126204490662,0.16057544946670532,0.16057544946670532
40,0.1524902731180191,0.1524902731180191,0.15818187594413757,0.15818190574645996
41,0.15198715031147003,0.15198716521263123,0.15961489081382751,0.1596149057149887
42,0.15169546008110046,0.15169546008110046,0.1583981066942215,0.1583981215953827
43,0.15133655071258545,0.15133661031723022,0.15857960283756256,0.15857958793640137
44,0.1509639322757721,0.1509639322757721,0.15660782158374786,0.15660782158374786
45,0.15058334171772003,0.1505834311246872,0.15710394084453583,0.15710391104221344
46,0.15038734674453735,0.15038731694221497,0.15680572390556335,0.15680572390556335
47,0.15004974603652954,0.15004968643188477,0.15668296813964844,0.15668299794197083
48,0.14943543076515198,0.1494353711605072,0.1559026837348938,0.155902698636055
49,0.14865286648273468,0.1486527919769287,0.155014768242836,0.1550147831439972
50,0.1471572071313858,0.1471572071313858,0.15205059945583344,0.15205062925815582
51,0.14511071145534515,0.14511071145534515,0.15051569044589996,0.15051569044589996
52,0.14341343939304352,0.14341339468955994,0.14809222519397736,0.14809224009513855
53,0.1426793932914734,0.14267948269844055,0.14693062007427216,0.14693062007427216
54,0.1421239972114563,0.14212404191493988,0.1469879299402237,0.1469879448413849
55,0.14185968041419983,0.1418597549200058,0.14647644758224487,0.14647644758224487
56,0.14137716591358185,0.1413772702217102,0.14670604467391968,0.14670605957508087
57,0.1411346048116684,0.14113456010818481,0.14665526151657104,0.14665529131889343
58,0.14097550511360168,0.1409754753112793,0.14602769911289215,0.14602771401405334
59,0.14086079597473145,0.14086078107357025,0.14527766406536102,0.14527766406536102
60,0.14060869812965393,0.14060871303081512,0.14637042582035065,0.14637042582035065
61,0.1406099647283554,0.1406099796295166,0.14506012201309204,0.14506010711193085
62,0.14043931663036346,0.14043931663036346,0.1459149569272995,0.1459149271249771
63,0.140298992395401,0.1402989625930786,0.14549587666988373,0.14549586176872253
64,0.14015832543373108,0.1401582956314087,0.14515554904937744,0.14515554904937744
65,0.14004674553871155,0.14004680514335632,0.1450083702802658,0.14500832557678223
66,0.1396862268447876,0.1396862119436264,0.14419810473918915,0.14419811964035034
67,0.13952048122882843,0.13952040672302246,0.1449827402830124,0.1449827402830124
68,0.13942644000053406,0.13942654430866241,0.14426030218601227,0.14426028728485107
69,0.13874094188213348,0.13874098658561707,0.14371512830257416,0.14371511340141296
70,0.1374897062778473,0.13748972117900848,0.1414996087551117,0.1414995938539505
71,0.13506267964839935,0.13506267964839935,0.13633835315704346,0.13633832335472107
72,0.13336697220802307,0.13336700201034546,0.1355004608631134,0.1355004757642746
73,0.132611483335495,0.13261151313781738,0.13525260984897614,0.13525260984897614
74,0.13238584995269775,0.1323857456445694,0.135842427611351,0.135842427611351
75,0.1320246458053589,0.13202472031116486,0.1352366954088211,0.13523666560649872
76,0.13196858763694763,0.1319686472415924,0.13517920672893524,0.13517920672893524
77,0.13195480406284332,0.1319548636674881,0.13438820838928223,0.13438820838928223
78,0.13179849088191986,0.13179846107959747,0.13456116616725922,0.13456115126609802
79,0.1316523551940918,0.13165226578712463,0.13540367782115936,0.13540367782115936
80,0.13159134984016418,0.13159137964248657,0.13541875779628754,0.13541875779628754
81,0.13148753345012665,0.13148753345012665,0.13432960212230682,0.13432960212230682
82,0.1315709799528122,0.1315709948539734,0.13422073423862457,0.13422073423862457
83,0.13132838904857635,0.13132831454277039,0.1353176236152649,0.1353176087141037
84,0.1313742995262146,0.13137425482273102,0.1347086876630783,0.1347086876630783
85,0.1312166303396225,0.13121670484542847,0.1357898712158203,0.1357899010181427
86,0.1311444342136383,0.1311444640159607,0.13655240833759308,0.13655239343643188
87,0.1309984177350998,0.1309984177350998,0.13456498086452484,0.13456496596336365
88,0.13122883439064026,0.13122884929180145,0.13462944328784943,0.13462945818901062
89,0.13106440007686615,0.13106444478034973,0.1355551779270172,0.1355551928281784
90,0.1310717612504959,0.1310718059539795,0.13542069494724274,0.13542070984840393
91,0.13093756139278412,0.1309376358985901,0.13509924709796906,0.13509923219680786
92,0.13080182671546936,0.13080185651779175,0.13536256551742554,0.13536258041858673
